,0
0,0.463768115942029
1,0.7536231884057971
2,0.7391304347826086
3,0.7681159420289855
4,0.782608695652174
5,0.7681159420289855
6,0.7536231884057971
7,0.7391304347826086
8,0.7971014492753623
9,0.8115942028985508
10,0.8260869565217391
11,0.7971014492753623
12,0.8260869565217391
13,0.8115942028985508
14,0.8405797101449275
15,0.8405797101449275
16,0.8260869565217391
17,0.8405797101449275
18,0.855072463768116
19,0.8695652173913043
20,0.8695652173913043
21,0.8695652173913043
22,0.8695652173913043
23,0.8840579710144928
24,0.855072463768116
25,0.855072463768116
26,0.8405797101449275
27,0.8405797101449275
28,0.855072463768116
29,0.8405797101449275
30,0.8695652173913043
31,0.8405797101449275
32,0.8695652173913043
33,0.8405797101449275
34,0.8840579710144928
35,0.8405797101449275
36,0.8695652173913043
37,0.855072463768116
38,0.8695652173913043
39,0.8695652173913043
40,0.8695652173913043
41,0.8695652173913043
42,0.855072463768116
43,0.8695652173913043
44,0.8405797101449275
45,0.8695652173913043
46,0.8405797101449275
47,0.8695652173913043
48,0.8405797101449275
49,0.8695652173913043
50,0.8405797101449275
51,0.8695652173913043
52,0.8405797101449275
53,0.8695652173913043
54,0.8695652173913043
55,0.8695652173913043
56,0.8695652173913043
57,0.8695652173913043
58,0.855072463768116
59,0.8695652173913043
60,0.8695652173913043
61,0.8695652173913043
62,0.8695652173913043
63,0.8695652173913043
64,0.8840579710144928
65,0.8695652173913043
66,0.8840579710144928
67,0.8840579710144928
68,0.8985507246376812
69,0.8840579710144928
70,0.8985507246376812
71,0.8695652173913043
72,0.8985507246376812
73,0.8695652173913043
74,0.9130434782608695
75,0.8695652173913043
76,0.9130434782608695
77,0.8695652173913043
78,0.9130434782608695
79,0.8695652173913043
80,0.9130434782608695
81,0.8695652173913043
82,0.8985507246376812
83,0.8840579710144928
84,0.8840579710144928
85,0.8840579710144928
86,0.8840579710144928
87,0.8840579710144928
88,0.8985507246376812
89,0.8840579710144928
90,0.8985507246376812
91,0.8840579710144928
92,0.8985507246376812
93,0.8840579710144928
94,0.8985507246376812
95,0.8840579710144928
96,0.8985507246376812
97,0.8840579710144928
98,0.8985507246376812
99,0.8840579710144928
100,0.8840579710144928
101,0.8985507246376812
102,0.8985507246376812
103,0.9130434782608695
104,0.8985507246376812
105,0.9130434782608695
106,0.8985507246376812
107,0.9130434782608695
108,0.9130434782608695
109,0.9130434782608695
110,0.9130434782608695
111,0.9130434782608695
112,0.9130434782608695
113,0.8985507246376812
114,0.9130434782608695
115,0.8985507246376812
116,0.9130434782608695
117,0.8985507246376812
118,0.927536231884058
119,0.8985507246376812
120,0.927536231884058
121,0.8985507246376812
122,0.927536231884058
123,0.8985507246376812
124,0.927536231884058
125,0.8985507246376812
126,0.927536231884058
127,0.8985507246376812
128,0.927536231884058
129,0.8985507246376812
130,0.927536231884058
131,0.8985507246376812
132,0.927536231884058
133,0.8840579710144928
134,0.927536231884058
135,0.8840579710144928
136,0.927536231884058
137,0.8840579710144928
138,0.9420289855072463
139,0.8985507246376812
140,0.9420289855072463
141,0.8985507246376812
142,0.927536231884058
143,0.8985507246376812
144,0.927536231884058
145,0.927536231884058
146,0.927536231884058
147,0.927536231884058
148,0.927536231884058
149,0.9420289855072463
