,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1.251603603363037,-1.7149004936218262,-5.775140285491943,-4.153775215148926,-2.3477275371551514,-3.8076040744781494,-1.7538031339645386,-5.103470802307129,-2.6679086685180664,-5.306695461273193,-1.251603603363037,5.306695461273193,4.104198455810547,5.935971736907959,0.29113906621932983,3.9234254360198975,5.557090759277344,3.6846909523010254,0.3477669060230255,2.2269468307495117,2.8234646320343018,2.122328758239746,2.6679086685180664,-2.122328758239746,-2.8234646320343018,-2.2269468307495117,-0.3477669060230255,-3.6846909523010254,-5.557090759277344,-3.9234254360198975,-0.29113906621932983,-5.935971736907959,-4.104198455810547,5.103470802307129,1.7538031339645386,3.8076040744781494,2.3477275371551514,4.153775215148926,5.775140285491943,1.7149004936218262
1,1.3040801286697388,-1.6624239683151245,-5.827617168426514,-4.1012983322143555,-2.4002039432525635,-3.8600804805755615,-1.701326608657837,-5.050993919372559,-2.7203850746154785,-5.254218578338623,-1.1991270780563354,5.359172344207764,4.156675338745117,5.988448619842529,0.23866252601146698,3.9759018421173096,5.609567165374756,3.6322145462036133,0.40024346113204956,2.1744704246520996,2.7709882259368896,2.174805164337158,2.6154322624206543,-2.069852352142334,-2.875941038131714,-2.279423236846924,-0.29529035091400146,-3.7371673583984375,-5.504614353179932,-3.8709490299224854,-0.3436155915260315,-5.883494853973389,-4.051721572875977,5.155947685241699,1.8062796592712402,3.7551276683807373,2.2952511310577393,4.206252098083496,5.722663402557373,1.7673770189285278
2,1.353916883468628,-1.6353179216384888,-5.79808235168457,-4.115984916687012,-2.4384076595306396,-3.882183074951172,-1.749487042427063,-4.999479293823242,-2.705277442932129,-5.217421531677246,-1.149503231048584,5.396326541900635,4.206299304962158,6.025245666503906,0.25377002358436584,4.027416706085205,5.559768199920654,3.6091785430908203,0.43148913979530334,2.137312173843384,2.7947535514831543,2.2200441360473633,2.618645668029785,-2.024613380432129,-2.852175712585449,-2.3176095485687256,-0.26083582639694214,-3.7628660202026367,-5.554413318634033,-3.8195183277130127,-0.3405418395996094,-5.84719705581665,-4.004011154174805,5.2073869705200195,1.7581192255020142,3.733630657196045,2.2710156440734863,4.177136421203613,5.752198219299316,1.7944830656051636
3,1.3954200744628906,-1.6127023696899414,-5.7670769691467285,-4.1494526863098145,-2.470719814300537,-3.9101719856262207,-1.7336457967758179,-4.9617919921875,-2.685802459716797,-5.180959701538086,-1.107036828994751,5.43266487121582,4.248765468597412,6.061707496643066,0.2732451260089874,4.065104007720947,5.5864338874816895,3.5832574367523193,0.449519544839859,2.1075007915496826,2.823090076446533,2.2612812519073486,2.6293885707855225,-1.983376383781433,-2.8238391876220703,-2.348426103591919,-0.2414141297340393,-3.7919743061065674,-5.527747631072998,-3.7812182903289795,-0.3374186158180237,-5.810689449310303,-3.964322566986084,5.244973182678223,1.7739604711532593,3.705960988998413,2.238581895828247,4.135770797729492,5.783203601837158,1.817098617553711
4,1.4069721698760986,-1.599128007888794,-5.75261116027832,-4.132454872131348,-2.4759597778320312,-3.9325661659240723,-1.765458583831787,-4.93560266494751,-2.673853635787964,-5.147302150726318,-1.0828006267547607,5.465569496154785,4.273001670837402,6.095365047454834,0.28519392013549805,4.0912933349609375,5.5724382400512695,3.5682926177978516,0.45278623700141907,2.089463710784912,2.833040475845337,2.2988197803497314,2.634809732437134,-1.9458378553390503,-2.8138887882232666,-2.3676419258117676,-0.23783397674560547,-3.8109586238861084,-5.541743278503418,-3.7536203861236572,-0.3434246778488159,-5.777139663696289,-3.9425716400146484,5.269720554351807,1.74214768409729,3.6849992275238037,2.232254981994629,4.128077983856201,5.797669410705566,1.8306729793548584
5,1.3978327512741089,-1.5923290252685547,-5.757462978363037,-4.1248393058776855,-2.4636306762695312,-3.9527089595794678,-1.7557045221328735,-4.926948547363281,-2.668362855911255,-5.117661476135254,-1.0718048810958862,5.494338035583496,4.283997058868408,6.125005722045898,0.2906847596168518,4.099947452545166,5.605905055999756,3.5590786933898926,0.4432888627052307,2.0794644355773926,2.822984457015991,2.3307571411132812,2.6283817291259766,-1.9139004945755005,-2.8239448070526123,-2.3783748149871826,-0.2463715374469757,-3.8244266510009766,-5.508276462554932,-3.743870735168457,-0.35534176230430603,-5.748025417327881,-3.9404404163360596,5.276936054229736,1.7519017457962036,3.667356014251709,2.2481343746185303,4.118075370788574,5.79281759262085,1.8374719619750977
6,1.3778489828109741,-1.5945091247558594,-5.7614030838012695,-4.108093738555908,-2.447829246520996,-3.9599533081054688,-1.7816532850265503,-4.918163776397705,-2.6624555587768555,-5.09182071685791,-1.0639185905456543,5.51965856552124,4.2918829917907715,6.150846481323242,0.2965918779373169,4.108732223510742,5.5977935791015625,3.5672764778137207,0.4254492223262787,2.0714471340179443,2.8184783458709717,2.358095169067383,2.6205344200134277,-1.8865625858306885,-2.828450918197632,-2.3868536949157715,-0.262786865234375,-3.8239543437957764,-5.516387939453125,-3.734301805496216,-0.3604443669319153,-5.723633289337158,-3.9322071075439453,5.284543514251709,1.7259529829025269,3.6646361351013184,2.26813006401062,4.117578983306885,5.788877487182617,1.835291862487793
7,1.3616207838058472,-1.5990779399871826,-5.7705078125,-4.115304946899414,-2.4352784156799316,-3.9645206928253174,-1.7505311965942383,-4.918405532836914,-2.661203384399414,-5.068952560424805,-1.0527842044830322,5.542144775390625,4.3030171394348145,6.173714637756348,0.2978441119194031,4.108490467071533,5.637521266937256,3.57588791847229,0.40452349185943604,2.065274715423584,2.8100595474243164,2.3779337406158447,2.6092963218688965,-1.866723895072937,-2.836869716644287,-2.3933115005493164,-0.2823103070259094,-3.823303461074829,-5.476660251617432,-3.734179735183716,-0.3716549873352051,-5.702793121337891,-3.923800230026245,5.283687114715576,1.7570750713348389,3.6644341945648193,2.285184144973755,4.107268810272217,5.779772758483887,1.8307230472564697
8,1.3378278017044067,-1.6109991073608398,-5.776844024658203,-4.09326171875,-2.426578998565674,-3.9573428630828857,-1.7782704830169678,-4.912440776824951,-2.659012794494629,-5.0486884117126465,-1.0446757078170776,5.562333583831787,4.311125755310059,6.193978786468506,0.3000347316265106,4.114455223083496,5.615158557891846,3.5986411571502686,0.38369739055633545,2.0595223903656006,2.8095297813415527,2.395697593688965,2.599299430847168,-1.8489599227905273,-2.837399482727051,-2.399751663208008,-0.3017614185810089,-3.811638832092285,-5.499022960662842,-3.727525234222412,-0.3762083947658539,-5.686252117156982,-3.907038688659668,5.288692951202393,1.7293357849121094,3.6770310401916504,2.296870470046997,4.1218767166137695,5.773436546325684,1.8188018798828125
9,1.3239747285842896,-1.6211106777191162,-5.790869235992432,-4.1081624031066895,-2.4194185733795166,-3.9522616863250732,-1.7301177978515625,-4.919755935668945,-2.662942886352539,-5.030812740325928,-1.0325556993484497,5.580250263214111,4.323245525360107,6.211854457855225,0.2961046099662781,4.107140064239502,5.664273262023926,3.6123247146606445,0.3665634095668793,2.0557873249053955,2.8003106117248535,2.404749631881714,2.5886759757995605,-1.8399080038070679,-2.84661865234375,-2.4048547744750977,-0.3181138336658478,-3.807926893234253,-5.449908256530762,-3.7346553802490234,-0.3959207832813263,-5.67221736907959,-3.901930093765259,5.280751705169678,1.7774884700775146,3.6856491565704346,2.306572437286377,4.1162848472595215,5.759411334991455,1.8086903095245361
