,0
0,1.0
1,0.9191422462463379
2,0.8671589493751526
3,0.8362033367156982
4,0.81708824634552
5,0.8056550621986389
6,0.7981399893760681
7,0.7922968864440918
8,0.7872045040130615
9,0.7855599522590637
10,0.7878742218017578
11,0.7890514135360718
12,0.7797000408172607
13,0.7729702591896057
14,0.7671686410903931
15,0.763623833656311
16,0.7604958415031433
17,0.7583812475204468
18,0.7564457058906555
19,0.7550575137138367
20,0.7537205815315247
21,0.7527539730072021
22,0.7518168091773987
23,0.7512395977973938
24,0.7506692409515381
25,0.7504429817199707
26,0.7500019073486328
27,0.7497256994247437
28,0.7487983703613281
29,0.7478827238082886
30,0.7462055087089539
31,0.7447400093078613
32,0.7428629398345947
33,0.7414258122444153
34,0.7398834824562073
35,0.738792896270752
36,0.7377015352249146
37,0.7369548678398132
38,0.7362068295478821
39,0.735689640045166
40,0.7351499199867249
41,0.7347632050514221
42,0.7343431115150452
43,0.7340364456176758
44,0.7336971163749695
45,0.7334586977958679
46,0.7331932187080383
47,0.7330326437950134
48,0.7328473329544067
49,0.7327802181243896
50,0.7326797842979431
51,0.7327153086662292
52,0.7326890230178833
53,0.7328159213066101
54,0.7328248620033264
55,0.7329989075660706
56,0.7329743504524231
57,0.7331223487854004
58,0.7329915165901184
59,0.7330426573753357
60,0.7327708601951599
61,0.7326948642730713
62,0.7323037981987
63,0.7321189641952515
64,0.7316631078720093
65,0.7314119338989258
66,0.7309431433677673
67,0.7306653261184692
68,0.7302153706550598
69,0.7299361824989319
70,0.7295170426368713
71,0.7292482852935791
72,0.7288597822189331
73,0.7286047339439392
74,0.7282405495643616
75,0.7279982566833496
76,0.7276498079299927
77,0.7274165153503418
78,0.727073609828949
79,0.7268442511558533
80,0.7264952659606934
81,0.7262621521949768
82,0.7258930206298828
83,0.7256457805633545
84,0.7252399921417236
85,0.724965512752533
86,0.724506676197052
87,0.724191427230835
88,0.7236667275428772
89,0.7233006358146667
90,0.7227074503898621
91,0.7222887277603149
92,0.7216372489929199
93,0.7211744785308838
94,0.7204875946044922
95,0.7199993133544922
96,0.7193078398704529
97,0.718818187713623
98,0.7181537747383118
99,0.7176878452301025
100,0.7170777916908264
101,0.716657280921936
102,0.7161205410957336
103,0.7157604098320007
104,0.7153068780899048
105,0.7150131464004517
106,0.7146428227424622
107,0.7144132852554321
108,0.7141177654266357
109,0.7139423489570618
110,0.7137073874473572
111,0.7135722041130066
112,0.7133812308311462
113,0.7132713198661804
114,0.713109016418457
115,0.7130119204521179
116,0.7128655314445496
117,0.7127720713615417
118,0.7126330137252808
119,0.7125375270843506
120,0.7124001383781433
121,0.7122997641563416
122,0.7121608257293701
123,0.7120540738105774
124,0.7119117379188538
125,0.7117993235588074
126,0.7116541266441345
127,0.7115390300750732
128,0.7113947868347168
129,0.7112849950790405
130,0.7111523151397705
131,0.7110650539398193
132,0.710963249206543
133,0.7109243869781494
134,0.7108761072158813
135,0.7109013199806213
136,0.7108965516090393
137,0.7109414935112
138,0.7108997106552124
139,0.7108532190322876
140,0.7106823921203613
141,0.7104765176773071
142,0.7101797461509705
143,0.7098526954650879
144,0.7094984650611877
145,0.7091225385665894
146,0.7087627649307251
147,0.7083838582038879
148,0.7080382704734802
149,0.7076756954193115
