,0
0,1.0199625492095947
1,0.9623234272003174
2,0.9227524995803833
3,0.8913024663925171
4,0.8670624494552612
5,0.8486427664756775
6,0.8340572714805603
7,0.8219489455223083
8,0.8116716742515564
9,0.8027787804603577
10,0.7945330739021301
11,0.7861416935920715
12,0.7772109508514404
13,0.7677673101425171
14,0.7578524947166443
15,0.7472738027572632
16,0.7358143925666809
17,0.7239523530006409
18,0.712997555732727
19,0.704424262046814
20,0.6983000040054321
21,0.6939991116523743
22,0.6897265911102295
23,0.6862438321113586
24,0.6830409169197083
25,0.6802675127983093
26,0.6775607466697693
27,0.67498779296875
28,0.6724719405174255
29,0.6700790524482727
30,0.6678391695022583
31,0.665789783000946
32,0.6639742255210876
33,0.662388801574707
34,0.6610553860664368
35,0.6599379777908325
36,0.6590474247932434
37,0.6583367586135864
38,0.6578402519226074
39,0.6574860215187073
40,0.6573402881622314
41,0.6571928858757019
42,0.6571451425552368
43,0.6568445563316345
44,0.6565399169921875
45,0.6559412479400635
46,0.6554113626480103
47,0.6547696590423584
48,0.6542872190475464
49,0.6538047790527344
50,0.6534781455993652
51,0.6531692743301392
52,0.6529824137687683
53,0.6528030037879944
54,0.6527159810066223
55,0.6526178121566772
56,0.6525865793228149
57,0.6525153517723083
58,0.6524853706359863
59,0.6523807644844055
60,0.6523000597953796
61,0.6521291732788086
62,0.6519855856895447
63,0.6517676711082458
64,0.6515898704528809
65,0.6513665914535522
66,0.6511891484260559
67,0.6509891748428345
68,0.650831401348114
69,0.6506643295288086
70,0.6505326628684998
71,0.6503989696502686
72,0.650295078754425
73,0.6501943469047546
74,0.650119960308075
75,0.6500527262687683
76,0.6500077247619629
77,0.6499693393707275
78,0.6499409079551697
79,0.6499068737030029
80,0.6498568058013916
81,0.6497761607170105
82,0.6496493220329285
83,0.6494712829589844
84,0.649235725402832
85,0.6489506959915161
86,0.6486233472824097
87,0.648266077041626
88,0.6478937864303589
89,0.6475136876106262
90,0.6471425890922546
91,0.6467794179916382
92,0.6464404463768005
93,0.6461167931556702
94,0.64582359790802
95,0.6455470323562622
96,0.6452997326850891
97,0.6450676321983337
98,0.6448587775230408
99,0.6446657180786133
100,0.6444877982139587
101,0.644332766532898
102,0.644183874130249
103,0.6440722346305847
104,0.6439536213874817
105,0.643888533115387
106,0.6437925696372986
107,0.6437556147575378
108,0.6436535120010376
109,0.643602728843689
110,0.6434681415557861
111,0.643388569355011
112,0.6432660222053528
113,0.6432464718818665
114,0.6433015465736389
115,0.6435452699661255
116,0.6439949870109558
117,0.644603967666626
118,0.6452828645706177
119,0.6456817388534546
